Ranking IDHM 2010,Município,UF,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educação 2010
1427 º,TORIXOREU,MT,0.716,0.684,0.806,0.666
1427 º,BELA VISTA DE GOIAS,GO,0.716,0.721,0.837,0.607
1427 º,RIBEIRAO CLARO,PR,0.716,0.704,0.832,0.627
1427 º,TAQUARAL DE GOIAS,GO,0.716,0.7,0.846,0.619
1427 º,LUIS EDUARDO MAGALHAES,BA,0.716,0.754,0.826,0.59
1427 º,PAULO LOPES,SC,0.716,0.707,0.865,0.6
1427 º,JACINTO MACHADO,SC,0.716,0.708,0.818,0.633
1427 º,PIEDADE,SP,0.716,0.694,0.848,0.624
1427 º,BELA VISTA DO PARAISO,PR,0.716,0.721,0.844,0.604
1427 º,JULIO DE CASTILHOS,RS,0.716,0.733,0.833,0.602
1427 º,CAPITAO LEONIDAS MARQUES,PR,0.716,0.712,0.829,0.623
1427 º,DOUTOR PEDRINHO,SC,0.716,0.714,0.843,0.609
1427 º,FENIX,PR,0.716,0.669,0.825,0.665
1427 º,JUINA,MT,0.716,0.733,0.845,0.593
1427 º,MATUPA,MT,0.716,0.706,0.824,0.631
1427 º,DIAMANTINA,MG,0.716,0.693,0.839,0.632
1427 º,BALNEARIO BARRA DO SUL,SC,0.716,0.713,0.844,0.611
1427 º,GOIANA,MG,0.716,0.682,0.835,0.644
1427 º,PETROLANDIA,SC,0.716,0.74,0.802,0.618
1427 º,CAMPOS DOS GOYTACAZES,RJ,0.716,0.715,0.83,0.619
1427 º,MANOEL RIBAS,PR,0.716,0.725,0.806,0.628
1427 º,DAVINOPOLIS,GO,0.716,0.702,0.862,0.606
1427 º,JULIO MESQUITA,SP,0.716,0.659,0.813,0.686
1427 º,ERNESTINA,RS,0.716,0.703,0.854,0.612
1427 º,NOVA PRATA DO IGUACU,PR,0.716,0.711,0.798,0.646
1427 º,PAICANDU,PR,0.716,0.697,0.833,0.632
1427 º,SANTO ANTONIO DO PARAISO,PR,0.716,0.683,0.813,0.662
1454 º,NOVA SERRANA,MG,0.715,0.709,0.864,0.597
1454 º,FORMOSO,GO,0.715,0.686,0.834,0.639
1454 º,PEDREGULHO,SP,0.715,0.716,0.82,0.623
1454 º,SAO VICENTE DE MINAS,MG,0.715,0.673,0.845,0.644
1454 º,QUINTA DO SOL,PR,0.715,0.689,0.842,0.631
1454 º,MORUNGABA,SP,0.715,0.726,0.802,0.627
1454 º,AGUAI,SP,0.715,0.703,0.858,0.606
1454 º,NOVA CANAA PAULISTA,SP,0.715,0.673,0.806,0.675
1454 º,FAROL,PR,0.715,0.671,0.818,0.665
1454 º,NIQUELANDIA,GO,0.715,0.709,0.806,0.64
1454 º,PINHEIRAL,RJ,0.715,0.709,0.801,0.643
1454 º,PALMARES DO SUL,RS,0.715,0.725,0.852,0.592
1454 º,RIO BRILHANTE,MS,0.715,0.72,0.861,0.59
1454 º,SAO GONCALO DO SAPUCAI,MG,0.715,0.706,0.85,0.609
1454 º,ORIZONA,GO,0.715,0.722,0.827,0.612
1454 º,ARVOREDO,SC,0.715,0.713,0.842,0.61
1454 º,FORMOSA DO SUL,SC,0.715,0.728,0.845,0.593
1454 º,SAO SEBASTIAO DA AMOREIRA,PR,0.715,0.689,0.814,0.651
1454 º,JAGUAPITA,PR,0.715,0.714,0.834,0.615
1454 º,JACUTINGA,MG,0.715,0.722,0.864,0.586
1454 º,POUSO NOVO,RS,0.715,0.765,0.845,0.566
1454 º,ITAGUAI,RJ,0.715,0.703,0.814,0.638
1454 º,SANTA CARMEM,MT,0.715,0.703,0.827,0.628
1454 º,QUEIROZ,SP,0.715,0.662,0.811,0.681
1454 º,SEVERINIA,SP,0.715,0.709,0.807,0.638
1454 º,PARAUAPEBAS,PA,0.715,0.701,0.809,0.644
1454 º,PASSA QUATRO,MG,0.715,0.683,0.86,0.623
1454 º,SANTA LUZIA,MG,0.715,0.682,0.859,0.625
1454 º,PARAGUACU,MG,0.715,0.69,0.85,0.623
1454 º,FLORIDA PAULISTA,SP,0.715,0.702,0.807,0.646
1454 º,MACHADO,MG,0.715,0.719,0.848,0.6
1454 º,PUTINGA,RS,0.715,0.745,0.873,0.563
1486 º,SOBRAL,CE,0.714,0.647,0.832,0.675
1486 º,MORMACO,RS,0.714,0.735,0.86,0.576
1486 º,LARANJAL,MG,0.714,0.694,0.857,0.613
1486 º,GLORINHA,RS,0.714,0.716,0.859,0.593
1486 º,SANTA RITA DO ARAGUAIA,GO,0.714,0.703,0.842,0.616
1486 º,TERRA ROXA,PR,0.714,0.697,0.818,0.639
1486 º,QUATIGUA,PR,0.714,0.691,0.803,0.655
1486 º,ANICUNS,GO,0.714,0.695,0.834,0.627
1486 º,POPULINA,SP,0.714,0.699,0.804,0.647
1486 º,FATIMA DO SUL,MS,0.714,0.719,0.815,0.621
1486 º,NOVA ESPERANCA DO SUDOESTE,PR,0.714,0.714,0.805,0.633
1486 º,TAPURAH,MT,0.714,0.738,0.831,0.594
1486 º,ALTA FLORESTA,MT,0.714,0.709,0.817,0.629
1486 º,CATANDUVAS,SC,0.714,0.723,0.806,0.625
1486 º,SANTA TERESA,ES,0.714,0.722,0.834,0.604
1486 º,RIQUEZA,SC,0.714,0.702,0.83,0.624
1486 º,RIO POMBA,MG,0.714,0.694,0.863,0.609
1486 ºtd>,IJACI,MG,0.714,0.663,0.84,0.654
1486 º,CAMPO ALEGRE,SC,0.714,0.677,0.845,0.636
1486 º,NANTES,SP,0.714,0.655,0.79,0.702
1486 º,SANTO ANTONIO DO JARDIM,SP,0.714,0.703,0.835,0.62
1486 º,AVAI,SP,0.714,0.674,0.83,0.65
1486 º,JUSCIMEIRA,MT,0.714,0.678,0.842,0.637
1486 º,TORRE DE PEDRA,SP,0.714,0.679,0.829,0.647
1486 º,ITAQUAQUECETUBA,SP,0.714,0.665,0.844,0.648
1486 º,VASSOURAS,RJ,0.714,0.719,0.813,0.624
1486 º,NOVA SANTA HELENA,MT,0.714,0.745,0.809,0.603
1486 º,JI-PARANA,RO,0.714,0.728,0.81,0.617
1514 º,COLIDER,MT,0.713,0.732,0.819,0.604
1514 º,SEROPEDICA,RJ,0.713,0.695,0.805,0.648
1514 º,ALTO PARAISO DE GOIAS,GO,0.713,0.723,0.819,0.611
1514 º,ITAQUI,RS,0.713,0.687,0.843,0.626
1514 º,CARLOPOLIS,PR,0.713,0.696,0.832,0.625
1514 º,CURVELO,MG,0.713,0.689,0.851,0.617
1514 º,PORTO REAL,RJ,0.713,0.688,0.817,0.645
1514 º,FLORINIA,SP,0.713,0.678,0.82,0.652
1514 º,NOVA IGUACU,RJ,0.713,0.691,0.818,0.641
1514 º,PALESTINA DE GOIAS,GO,0.713,0.656,0.837,0.66
1514 º,MIRACEMA,RJ,0.713,0.696,0.805,0.646
1514 º,ITAPECERICA,MG,0.713,0.692,0.846,0.618
1514 º,BOM JESUS DOS PERDOES,SP,0.713,0.716,0.802,0.631
1514 º,ITAOCARA,RJ,0.713,0.696,0.82,0.635
1514 º,IMBUIA,SC,0.713,0.716,0.84,0.602
1514 º,PORTAO,RS,0.713,0.725,0.856,0.584
1514 º,AGUAS DE CHAPECO,SC,0.713,0.712,0.811,0.629
1514 º,CANUDOS DO VALE,RS,0.713,0.751,0.84,0.574
1514 º,CARAPEBUS,RJ,0.713,0.699,0.805,0.644
1514 º,CAJURU,SP,0.713,0.693,0.825,0.633
1514 º,SANTA FE DE GOIAS,GO,0.713,0.703,0.847,0.608
1514 º,IRAPUA,SP,0.713,0.688,0.844,0.624
1514 º,ITAI,SP,0.713,0.692,0.83,0.63
1514 º,GUARANTA,SP,0.713,0.698,0.832,0.623
1514 º,CARMO DO RIO VERDE,GO,0.713,0.677,0.824,0.649
1514 º,PEROBAL,PR,0.713,0.684,0.83,0.638
1514 º,RONDON,PR,0.713,0.724,0.82,0.61
1514 º,SAO JOSE DAS PALMEIRAS,PR,0.713,0.686,0.844,0.627
1514 º,CRATO,CE,0.713,0.655,0.822,0.673
1514 º,PRESIDENTE CASTELO BRANCO,PR,0.713,0.695,0.857,0.608
1514 º,CRUZEIRO DO SUL,PR,0.713,0.682,0.828,0.641
1514 º,NIPOA,SP,0.713,0.701,0.814,0.636
1546 º,TAPIRA,MG,0.712,0.759,0.847,0.561
1546 º,PLANURA,MG,0.712,0.711,0.852,0.597
1546 º,SEDE NOVA,RS,0.712,0.751,0.886,0.543
1546 º,BOM JESUS DO OESTE,SC,0.712,0.725,0.83,0.601
1546 º,JAGUARI,RS,0.712,0.734,0.866,0.567
1546 º,CONGONHAL,MG,0.712,0.681,0.847,0.626
1546 º,SAO PEDRO DA ALDEIA,RJ,0.712,0.721,0.801,0.626
1546 º,CONCEICAO DAS ALAGOAS,MG,0.712,0.734,0.862,0.57
1546 º,NOVA VENECIA,ES,0.712,0.692,0.841,0.621
1546 º,CONCEICAO DE MACABU,RJ,0.712,0.698,0.806,0.642
1546 º,RIBEIRAO BONITO,SP,0.712,0.712,0.811,0.625
1546 º,EREBANGO,RS,0.712,0.689,0.837,0.626
1546 º,IRAPURU,SP,0.712,0.691,0.839,0.622
1546 º,MORRO AGUDO,SP,0.712,0.716,0.836,0.604
1546 º,EUGENIO DE CASTRO,RS,0.712,0.697,0.885,0.584
1546 º,LINDOLFO COLLOR,RS,0.712,0.712,0.842,0.601
1546 º,ITABUNA,BA,0.712,0.695,0.807,0.643
1546 º,SANTA VITORIA DO PALMAR,RS,0.712,0.709,0.861,0.591
1546 º,PETROLINA DE GOIAS,GO,0.712,0.674,0.834,0.643
1546 º,CRISSIUMAL,RS,0.712,0.702,0.835,0.616
1546 º,JARDIM,MS,0.712,0.718,0.845,0.595
1546 º,FEIRA DE SANTANA,BA,0.712,0.71,0.82,0.619
1546 º,BIRITIBA-MIRIM,SP,0.712,0.71,0.795,0.64
1546 º,ALAMBARI,SP,0.712,0.682,0.805,0.658
1546 º,VENANCIO AIRES,RS,0.712,0.736,0.818,0.6
1546 º,URU,SP,0.712,0.678,0.832,0.639
1546 º,VIANOPOLIS,GO,0.712,0.71,0.818,0.622
1546 º,JAPURA,PR,0.712,0.698,0.829,0.623
1574 º,BARAO DE ANTONINA,SP,0.711,0.676,0.82,0.649
1574 º,LAMBARI,MG,0.711,0.693,0.871,0.596
1574 º,ISRAELANDIA,GO,0.711,0.664,0.831,0.652
1574 º,CAMPO BELO,MG,0.711,0.706,0.868,0.586
1574 º,ALCINOPOLIS,MS,0.711,0.733,0.858,0.572
1574 º,DUQUE DE CAXIAS,RJ,0.711,0.692,0.833,0.624
1574 º,PARANAIGUARA,GO,0.711,0.702,0.836,0.613
1574 º,JABORANDI,SP,0.711,0.679,0.845,0.627
1574 º,CEZARINA,GO,0.711,0.684,0.807,0.652
1574 º,PAULICEIA,SP,0.711,0.692,0.811,0.64
1574 º,VARJAO DE MINAS,MG,0.711,0.673,0.847,0.631
1574 º,RIBEIRAO CORRENTE,SP,0.711,0.688,0.814,0.642
1574 º,MORRINHOS DO SUL,RS,0.711,0.72,0.842,0.593
1574 º,IGARATA,SP,0.711,0.683,0.855,0.616
1574 º,CHIADOR,MG,0.711,0.742,0.868,0.559
1574 º,SAPIRANGA,RS,0.711,0.722,0.832,0.598
1574 º,RIO NOVO DO SUL,ES,0.711,0.692,0.837,0.62
1574 º,MISSAL,PR,0.711,0.714,0.828,0.608
1574 º,PIQUEROBI,SP,0.711,0.669,0.836,0.644
1574 º,VICENTINA,MS,0.711,0.689,0.835,0.626
1574 º,MEDEIROS,MG,0.711,0.722,0.851,0.584
1595 º,BATAGUASSU,MS,0.71,0.698,0.847,0.606
1595 º,SAO MIGUEL ARCANJO,SP,0.71,0.708,0.799,0.633
1595 º,COLOMBIA,SP,0.71,0.689,0.802,0.647
1595 º,SAO MIGUEL DA BOA VISTA,SC,0.71,0.733,0.795,0.615
1595 º,WITMARSUM,SC,0.71,0.739,0.87,0.557
1595 º,BREJO ALEGRE,SP,0.71,0.702,0.826,0.618
1595 º,NAZARIO,GO,0.71,0.702,0.808,0.631
1595 º,APIAI,SP,0.71,0.662,0.835,0.647
1595 º,BARRACAO,RS,0.71,0.711,0.885,0.568
1595 º,RIO BONITO,RJ,0.71,0.705,0.819,0.62
1595 º,CAICO,RN,0.71,0.703,0.824,0.619
1595 º,MARECHAL FLORIANO,ES,0.71,0.715,0.849,0.589
1595 º,TERRA RICA,PR,0.71,0.698,0.837,0.613
1595 º,ALFREDO CHAVES,ES,0.71,0.703,0.832,0.611
1595 º,CACHOEIRA ALTA,GO,0.71,0.75,0.84,0.569
1595 º,BURITI ALEGRE,GO,0.71,0.7,0.831,0.614
1595 º,PIMENTA BUENO,RO,0.71,0.726,0.803,0.613
1595 º,IBIUNA,SP,0.71,0.7,0.832,0.614
1595 º,SANTA CRUZ DE MONTE CASTELO,PR,0.71,0.681,0.831,0.633
1595 º,SANTA VITORIA,MG,0.71,0.718,0.865,0.576
1595 º,QUARTO CENTENARIO,PR,0.71,0.724,0.819,0.603
1595 º,PRADO FERREIRA,PR,0.71,0.707,0.852,0.593
1595 º,POUSO ALTO,MG,0.71,0.736,0.847,0.573
1595 º,PITANGUEIRAS,PR,0.71,0.67,0.842,0.634
1595 º,NOVO ITACOLOMI,PR,0.71,0.681,0.831,0.633
1595 º,NOVA OLIMPIA,PR,0.71,0.699,0.813,0.631
1595 º,MONTE SANTO DE MINAS,MG,0.71,0.689,0.874,0.595
1595 º,LUPIONOPOLIS,PR,0.71,0.703,0.856,0.595
1595 º,LIMEIRA DO OESTE,MG,0.71,0.693,0.834,0.62
1595 º,LIMA DUARTE,MG,0.71,0.705,0.861,0.59
1595 º,LEANDRO FERREIRA,MG,0.71,0.707,0.875,0.579
1595 º,ESTRELA DALVA,MG,0.71,0.719,0.867,0.574
1595 º,IBAITI,PR,0.71,0.738,0.813,0.596
1595 º,MONTEIRO LOBATO,SP,0.71,0.692,0.826,0.627
1595 º,ITANHANGA,MT,0.71,0.699,0.856,0.597
1595 º,GLORIA D'OESTE,MT,0.71,0.684,0.823,0.636
1595 º,CARMO DO CAJURU,MG,0.71,0.695,0.853,0.605
1595 º,CAPITOLIO,MG,0.71,0.709,0.825,0.612
1595 º,TRES COROAS,RS,0.71,0.74,0.829,0.584
1595 º,PAULO BENTO,RS,0.71,0.73,0.858,0.571
1595 º,TIMBURI,SP,0.71,0.688,0.826,0.629
1595 º,PINHEIRINHO DO VALE,RS,0.71,0.713,0.828,0.607
1595 º,TAIACU,SP,0.71,0.701,0.814,0.628
1638 º,AMPERE,PR,0.709,0.699,0.824,0.62
1638 º,SERRA DO NAVIO,AP,0.709,0.659,0.783,0.692
1638 º,CLAUDIO,MG,0.709,0.701,0.846,0.602
1638 º,TAGUAI,SP,0.709,0.69,0.818,0.631
1638 º,MAGE,RJ,0.709,0.685,0.832,0.626
1638 º,GOIAS,GO,0.709,0.713,0.805,0.621
1638 º,PIRAPETINGA,MG,0.709,0.68,0.841,0.624
1638 º,RIO NEGRO,MS,0.709,0.702,0.869,0.585
1638 º,SANDOVALINA,SP,0.709,0.665,0.812,0.659
1638 º,OURO VERDE DO OESTE,PR,0.709,0.688,0.817,0.634
1638 º,JUQUITIBA,SP,0.709,0.68,0.791,0.662
1638 º,TUPANCIRETA,RS,0.709,0.721,0.828,0.596
1638 º,CRUZEIRO DO IGUACU,PR,0.709,0.703,0.792,0.641
1638 º,VISCONDE DO RIO BRANCO,MG,0.709,0.709,0.85,0.591
1638 º,SILVANIA,GO,0.709,0.721,0.814,0.606
1638 º,DOM SILVERIO,MG,0.709,0.661,0.847,0.636
1638 º,NOVA ERA,MG,0.709,0.675,0.825,0.639
1638 º,CAMPANHA,MG,0.709,0.715,0.849,0.587
1638 º,SAO PEDRO DO SUL,RS,0.709,0.698,0.824,0.619
1638 º,PARANAPOEMA,PR,0.709,0.68,0.834,0.629
1638 º,GALIA,SP,0.709,0.684,0.823,0.634
1638 º,SAO GABRIEL DA PALHA,ES,0.709,0.739,0.835,0.578
1638 º,RIO PARANAIBA,MG,0.709,0.725,0.855,0.575
1638 º,SAQUAREMA,RJ,0.709,0.714,0.804,0.621
1638 º,JARDINOPOLIS,SC,0.709,0.708,0.823,0.611
1638 º,NOSSA SENHORA DAS GRACAS,PR,0.709,0.679,0.832,0.631
1638 º,CANTAGALO,RJ,0.709,0.705,0.822,0.614
1665 º,IBIRAREMA,SP,0.708,0.692,0.817,0.628
1665 º,SAO JOAO NEPOMUCENO,MG,0.708,0.696,0.85,0.6
1665 º,MIRIM DOCE,SC,0.708,0.683,0.821,0.633
1665 º,TENENTE PORTELA,RS,0.708,0.709,0.83,0.603
1665 º,SAO SEPE,RS,0.708,0.708,0.871,0.576
1665 º,CONCHAL,SP,0.708,0.699,0.827,0.614
1665 º,SAO JOSE DE RIBAMAR,MA,0.708,0.642,0.79,0.7
1665 º,ALVORADA DO SUL,PR,0.708,0.695,0.826,0.617
1665 º,ROMARIA,MG,0.708,0.722,0.813,0.604
1665 º,ITAIOPOLIS,SC,0.708,0.7,0.836,0.606
1665 º,JATEI,MS,0.708,0.716,0.857,0.579
1665 º,PIRAI DO SUL,PR,0.708,0.702,0.816,0.619
1665 º,IBICARE,SC,0.708,0.734,0.826,0.586
1665 º,ARAPORA,MG,0.708,0.676,0.813,0.646
1665 º,ALVORADA,TO,0.708,0.677,0.843,0.623
1665 º,GALVAO,SC,0.708,0.704,0.815,0.618
1665 º,PAULO FRONTIN,PR,0.708,0.688,0.806,0.639
1665 º,CACERES,MT,0.708,0.691,0.813,0.633
1665 º,FLOR DO SERTAO,SC,0.708,0.736,0.792,0.608
1665 º,PEDRA DO INDAIA,MG,0.708,0.688,0.843,0.611
1665 º,DOM PEDRITO,RS,0.708,0.715,0.848,0.585
1665 º,ATILIO VIVACQUA,ES,0.708,0.663,0.841,0.637
1665 º,MADRE DE DEUS,BA,0.708,0.67,0.794,0.667
1665 º,COROMANDEL,MG,0.708,0.73,0.86,0.565
1665 º,ABADIA DE GOIAS,GO,0.708,0.687,0.83,0.622
1665 º,PIRAI,RJ,0.708,0.714,0.803,0.62
1665 º,CAMPOS BORGES,RS,0.708,0.704,0.819,0.616
1665 º,APIUNA,SC,0.708,0.735,0.827,0.584
1665 º,JURANDA,PR,0.708,0.678,0.818,0.639
1665 º,CRIXAS,GO,0.708,0.706,0.805,0.625
1665 º,MALLET,PR,0.708,0.681,0.809,0.645
1696 º,JANDAIA,GO,0.707,0.69,0.821,0.625
1696 º,RIO NOVO,MG,0.707,0.671,0.835,0.631
1696 º,SUL BRASIL,SC,0.707,0.713,0.832,0.595
1696 º,SANTA BARBARA,MG,0.707,0.676,0.816,0.642
1696 º,VARZEA,PB,0.707,0.619,0.8,0.714
1696 º,MATUTINA,MG,0.707,0.744,0.859,0.552
1696 º,SARAPUI,SP,0.707,0.699,0.814,0.621
1696 º,SAO JOSE DO HORTENCIO,RS,0.707,0.717,0.824,0.597
1696 º,DERRUBADAS,RS,0.707,0.664,0.846,0.628
1696 º,IRACEMA DO OESTE,PR,0.707,0.672,0.836,0.63
1696 º,ITAGUAJE,PR,0.707,0.672,0.791,0.664
1696 º,IGUATAMA,MG,0.707,0.695,0.825,0.616
1696 º,ESTRELA DO NORTE,GO,0.707,0.703,0.848,0.593
1696 º,AUREA,RS,0.707,0.715,0.841,0.588
1696 º,ITIRAPUA,SP,0.707,0.673,0.826,0.636
1696 º,MONTES CLAROS DE GOIAS,GO,0.707,0.704,0.806,0.622
1696 º,RANCHO ALEGRE,PR,0.707,0.691,0.808,0.633
1696 º,CONSELHEIRO MAIRINCK,PR,0.707,0.675,0.806,0.65
1696 º,MINACU,GO,0.707,0.691,0.803,0.637
1696 º,ARROIO DO TIGRE,RS,0.707,0.708,0.848,0.589
1696 º,LEOPOLIS,PR,0.707,0.657,0.812,0.663
1696 º,JAGUARAO,RS,0.707,0.698,0.832,0.608
1696 º,RIO BRANCO,MT,0.707,0.701,0.817,0.617
1696 º,IRATI,SC,0.707,0.694,0.836,0.609
1720 º,COSTA RICA,MS,0.706,0.717,0.811,0.606
1720 º,CHUI,RS,0.706,0.676,0.792,0.658
1720 º,PLANALTO,PR,0.706,0.704,0.786,0.636
1720 º,ITATINGA,SP,0.706,0.685,0.841,0.61
1720 º,DOUTOR MAURICIO CARDOSO,RS,0.706,0.707,0.84,0.593
1720 º,CROMINIA,GO,0.706,0.692,0.803,0.634
1720 º,SANTO ANTONIO DO PINHAL,SP,0.706,0.685,0.812,0.632
1720 º,XAMBRE,PR,0.706,0.703,0.825,0.606
1720 º,LARANJEIRAS DO SUL,PR,0.706,0.709,0.835,0.594
1720 º,LAPA,PR,0.706,0.696,0.848,0.595
1720 º,HIDROLANDIA,GO,0.706,0.707,0.827,0.603
1720 º,IVATE,PR,0.706,0.684,0.803,0.641
1720 º,CAMPESTRE DA SERRA,RS,0.706,0.713,0.886,0.557
1720 º,IBIRACI,MG,0.706,0.696,0.855,0.591
1720 º,IPORA,PR,0.706,0.696,0.829,0.611
1720 º,DOURADOQUARA,MG,0.706,0.704,0.847,0.591
1720 º,PRINCESA,SC,0.706,0.701,0.82,0.611
1720 º,JOVIANIA,GO,0.706,0.714,0.827,0.595
1720 º,CARATINGA,MG,0.706,0.697,0.836,0.603
1720 º,NOVO HORIZONTE,SC,0.706,0.7,0.846,0.594
1720 º,CAMPO FLORIDO,MG,0.706,0.735,0.858,0.558
1720 º,DIONISIO CERQUEIRA,SC,0.706,0.703,0.82,0.61
1720 º,CAETANOPOLIS,MG,0.706,0.674,0.845,0.617
1720 º,CACHOEIRA DE MINAS,MG,0.706,0.673,0.821,0.637
1720 º,MOSSAMEDES,GO,0.706,0.696,0.811,0.623
1720 º,CAPANEMA,PR,0.706,0.719,0.801,0.611
1720 º,BARRACAO,PR,0.706,0.716,0.833,0.59
1720 º,SANTA BARBARA DE GOIAS,GO,0.706,0.667,0.832,0.635
1720 º,CAMPOS NOVOS PAULISTA,SP,0.706,0.67,0.824,0.638
1720 º,TRES BARRAS,SC,0.706,0.677,0.814,0.639
1720 º,CESARIO LANGE,SP,0.706,0.715,0.804,0.611
1720 º,NOVO BARREIRO,RS,0.706,0.734,0.808,0.594
1720 º,PAIM FILHO,RS,0.706,0.725,0.87,0.558
1720 º,COXILHA,RS,0.706,0.693,0.866,0.586
1720 º,SANTA JULIANA,MG,0.706,0.726,0.868,0.558
1720 º,SANTA CRUZ DE MINAS,MG,0.706,0.66,0.839,0.636
1756 º,UNIAO DO OESTE,SC,0.705,0.703,0.823,0.606
1756 º,JESUITAS,PR,0.705,0.68,0.839,0.615
1756 º,ITAMONTE,MG,0.705,0.695,0.853,0.591
1756 º,AVANHANDAVA,SP,0.705,0.688,0.817,0.623
1756 º,VILA LANGARO,RS,0.705,0.759,0.839,0.551
1756 º,SANTA ROSA DO SUL,SC,0.705,0.702,0.806,0.618
1756 º,ITAJU,SP,0.705,0.696,0.823,0.613
1756 º,RIBEIRAO GRANDE,SP,0.705,0.643,0.807,0.676
1756 º,INAJA,PR,0.705,0.676,0.807,0.641
1756 º,SANTA FE,PR,0.705,0.721,0.808,0.601
1756 º,PLANALTINA DO PARANA,PR,0.705,0.682,0.795,0.646
1756 º,BOREBI,SP,0.705,0.674,0.846,0.615
1756 º,RESTINGA,SP,0.705,0.664,0.826,0.639
1756 º,CARMO DO PARANAIBA,MG,0.705,0.713,0.861,0.571
1756 º,BELMONTE,SC,0.705,0.699,0.82,0.611
1756 º,ALTO TAQUARI,MT,0.705,0.736,0.833,0.571
1756 º,SANTA ROSA DA SERRA,MG,0.705,0.695,0.866,0.583
1756 º,SANTA TEREZA DO OESTE,PR,0.705,0.686,0.808,0.632
1756 º,BOFETE,SP,0.705,0.7,0.821,0.609
1756 º,GUIRATINGA,MT,0.705,0.677,0.813,0.637
1776 º,SIQUEIRA CAMPOS,PR,0.704,0.708,0.839,0.588
1776 º,IBIRITE,MG,0.704,0.673,0.84,0.616
1776 º,CAMPINA VERDE,MG,0.704,0.714,0.868,0.562
1776 º,SAO JOSE DA VARGINHA,MG,0.704,0.682,0.857,0.597
1776 º,SALTO GRANDE,SP,0.704,0.664,0.825,0.637
1776 º,EUCLIDES DA CUNHA PAULISTA,SP,0.704,0.663,0.802,0.655
1776 º,PAROBE,RS,0.704,0.7,0.886,0.562
1776 º,NOVA XAVANTINA,MT,0.704,0.713,0.8,0.613
1776 º,ARACARIGUAMA,SP,0.704,0.717,0.814,0.597
1776 º,QUARAI,RS,0.704,0.673,0.852,0.609
1776 º,RANCHO ALEGRE D'OESTE,PR,0.704,0.673,0.831,0.625
1776 º,LADARIO,MS,0.704,0.687,0.822,0.618
1776 º,BURITINOPOLIS,GO,0.704,0.727,0.813,0.591
1776 º,CASSIA,MG,0.704,0.723,0.837,0.576
1776 º,MATEUS LEME,MG,0.704,0.688,0.839,0.604
1776 º,SALTO DO ITARARE,PR,0.704,0.661,0.836,0.631
1776 º,CHAPADAO DO LAGEADO,SC,0.704,0.68,0.833,0.616
1776 º,QUISSAMA,RJ,0.704,0.698,0.821,0.61
1776 º,PAPANDUVA,SC,0.704,0.691,0.836,0.603
1776 º,LONTRAS,SC,0.704,0.735,0.82,0.579
1776 º,CACAPAVA DO SUL,RS,0.704,0.699,0.855,0.585
1776 º,MIRASSOL D'OESTE,MT,0.704,0.723,0.816,0.592
1776 º,IVOLANDIA,GO,0.704,0.68,0.825,0.622
1776 º,NOVA MARILANDIA,MT,0.704,0.68,0.823,0.623
1776 º,TABATINGA,SP,0.704,0.7,0.818,0.609
1776 º,PALMA SOLA,SC,0.704,0.7,0.8,0.622
1776 º,SANTA MONICA,PR,0.704,0.698,0.792,0.63
1776 º,ALTO ARAGUAIA,MT,0.704,0.712,0.802,0.612
1776 º,CAMPINA DA LAGOA,PR,0.704,0.677,0.829,0.623
1776 º,BOA ESPERANCA,MG,0.704,0.694,0.855,0.587
1776 º,ARENAPOLIS,MT,0.704,0.677,0.793,0.649
1776 º,ARARUNA,PR,0.704,0.685,0.785,0.648
1776 º,SAO PEDRO DO PARANA,PR,0.704,0.678,0.836,0.616
1776 º,SAO MIGUEL DO IGUACU,PR,0.704,0.726,0.818,0.588
1776 º,CANAS,SP,0.704,0.646,0.797,0.677
1811 º,TAPEJARA,PR,0.703,0.694,0.819,0.612
1811 º,CAMAPUA,MS,0.703,0.715,0.817,0.596
1811 º,ARAQUARI,SC,0.703,0.696,0.83,0.602
1811 º,FERNAO,SP,0.703,0.668,0.843,0.617
1811 º,COXIM,MS,0.703,0.719,0.836,0.579
1811 º,CAMPO NOVO,RS,0.703,0.677,0.866,0.593
1811 º,PONTES E LACERDA,MT,0.703,0.711,0.807,0.605
1811 º,MARIA HELENA,PR,0.703,0.68,0.842,0.607
1811 º,IGUATU,PR,0.703,0.672,0.812,0.637
1811 º,JERIQUARA,SP,0.703,0.68,0.814,0.628
1811 º,PALMA,MG,0.703,0.663,0.841,0.623
1811 º,IBATE,SP,0.703,0.681,0.814,0.627
1811 º,TRES PALMEIRAS,RS,0.703,0.747,0.832,0.56
1811 º,RIOLANDIA,SP,0.703,0.677,0.817,0.629
1811 º,CASEIROS,RS,0.703,0.696,0.833,0.6
1811 º,LAGOA FORMOSA,MG,0.703,0.717,0.832,0.582
1811 º,CONCEICAO DOS OUROS,MG,0.703,0.668,0.842,0.618
1811 º,ENTRE RIOS DO SUL,RS,0.703,0.709,0.857,0.572
1811 º,BOA VISTA DO CADEADO,RS,0.703,0.692,0.851,0.59
1811 º,SAO PEDRO DO TURVO,SP,0.703,0.661,0.826,0.636
1811 º,GUARANTA DO NORTE,MT,0.703,0.692,0.826,0.609
1811 º,URUANA,GO,0.703,0.665,0.824,0.634
1811 º,PERDIGAO,MG,0.703,0.711,0.843,0.579
